,ghi,dhi,dni,temp_air,wind_speed
2023-01-01 00:00:00+00:00,0.0,0.0,0.0,-4.65,1.05
2023-01-01 01:00:00+00:00,0.0,0.0,0.0,-5.65,1.15
2023-01-01 02:00:00+00:00,0.0,0.0,0.0,-6.5,1.15
2023-01-01 03:00:00+00:00,0.0,0.0,0.0,-7.15,1.2
2023-01-01 04:00:00+00:00,0.0,0.0,0.0,-7.800000000000001,1.25
2023-01-01 05:00:00+00:00,0.0,0.0,0.0,-8.200000000000001,1.3
2023-01-01 06:00:00+00:00,0.0,0.0,0.0,-8.25,1.35
2023-01-01 07:00:00+00:00,0.0,0.0,0.0,-8.25,1.35
2023-01-01 08:00:00+00:00,0.0,0.0,0.0,-8.3,1.4000000000000001
2023-01-01 09:00:00+00:00,0.0,0.0,0.0,-8.350000000000001,1.35
2023-01-01 10:00:00+00:00,0.0,0.0,0.0,-8.5,1.25
2023-01-01 11:00:00+00:00,0.0,0.0,0.0,-8.6,1.25
2023-01-01 12:00:00+00:00,0.0,0.0,0.0,-8.65,1.25
2023-01-01 13:00:00+00:00,0.0,0.0,0.0,-8.75,1.3
2023-01-01 14:00:00+00:00,0.0,0.0,0.0,-8.850000000000001,1.4500000000000002
2023-01-01 15:00:00+00:00,19.0,17.0,53.0,-8.4,1.75
2023-01-01 16:00:00+00:00,159.5,52.5,589.0,-7.1,2.3
2023-01-01 17:00:00+00:00,289.0,74.0,732.5,-5.6,2.65
2023-01-01 18:00:00+00:00,395.0,50.5,937.5,-4.1499999999999995,2.55
2023-01-01 19:00:00+00:00,431.0,59.0,936.0,-3.1,2.65
2023-01-01 20:00:00+00:00,415.0,53.0,946.0,-2.8000000000000003,2.75
2023-01-01 21:00:00+00:00,332.5,69.0,813.5,-3.15,2.4
2023-01-01 22:00:00+00:00,180.0,104.5,337.0,-4.3,1.9500000000000002
2023-01-01 23:00:00+00:00,50.5,34.5,177.0,-5.85,1.7500000000000002
2023-01-02 00:00:00+00:00,0.0,0.0,0.0,-6.95,1.85
2023-01-02 01:00:00+00:00,0.0,0.0,0.0,-7.5,2.2
2023-01-02 02:00:00+00:00,0.0,0.0,0.0,-8.05,2.5500000000000003
2023-01-02 03:00:00+00:00,0.0,0.0,0.0,-8.600000000000001,2.5500000000000003
2023-01-02 04:00:00+00:00,0.0,0.0,0.0,-9.25,2.45
2023-01-02 05:00:00+00:00,0.0,0.0,0.0,-9.9,2.25
2023-01-02 06:00:00+00:00,0.0,0.0,0.0,-10.4,2.05
2023-01-02 07:00:00+00:00,0.0,0.0,0.0,-10.9,1.8
2023-01-02 08:00:00+00:00,0.0,0.0,0.0,-11.4,1.6
2023-01-02 09:00:00+00:00,0.0,0.0,0.0,-11.950000000000001,1.6
2023-01-02 10:00:00+00:00,0.0,0.0,0.0,-12.4,1.6
2023-01-02 11:00:00+00:00,0.0,0.0,0.0,-12.75,1.6
2023-01-02 12:00:00+00:00,0.0,0.0,0.0,-13.05,1.5
2023-01-02 13:00:00+00:00,0.0,0.0,0.0,-13.149999999999999,1.5
2023-01-02 14:00:00+00:00,0.0,0.0,0.0,-12.8,1.4
2023-01-02 15:00:00+00:00,31.0,17.5,323.0,-11.650000000000002,1.2000000000000002
2023-01-02 16:00:00+00:00,170.0,40.5,712.5,-9.3,1.05
2023-01-02 17:00:00+00:00,306.5,42.0,900.0,-6.7,1.1
2023-01-02 18:00:00+00:00,397.0,47.5,950.0,-4.700000000000001,1.1
2023-01-02 19:00:00+00:00,436.0,49.0,970.0,-3.7,1.1500000000000001
2023-01-02 20:00:00+00:00,404.0,66.0,878.5,-3.4,1.25
2023-01-02 21:00:00+00:00,344.0,45.0,918.5,-3.75,1.1500000000000001
2023-01-02 22:00:00+00:00,224.5,37.5,825.5,-5.1000000000000005,0.75
2023-01-02 23:00:00+00:00,75.0,25.0,528.5,-7.15,0.6000000000000001
2023-01-03 00:00:00+00:00,0.0,0.0,0.0,-8.8,0.65
2023-01-03 01:00:00+00:00,0.0,0.0,0.0,-10.15,0.8500000000000001
2023-01-03 02:00:00+00:00,0.0,0.0,0.0,-11.149999999999999,1.05
2023-01-03 03:00:00+00:00,0.0,0.0,0.0,-11.65,1.2
2023-01-03 04:00:00+00:00,0.0,0.0,0.0,-11.850000000000001,1.25
2023-01-03 05:00:00+00:00,0.0,0.0,0.0,-11.899999999999999,1.3
2023-01-03 06:00:00+00:00,0.0,0.0,0.0,-11.85,1.35
2023-01-03 07:00:00+00:00,0.0,0.0,0.0,-11.850000000000001,1.35
2023-01-03 08:00:00+00:00,0.0,0.0,0.0,-11.950000000000001,1.35
2023-01-03 09:00:00+00:00,0.0,0.0,0.0,-12.15,1.35
2023-01-03 10:00:00+00:00,0.0,0.0,0.0,-12.4,1.35
2023-01-03 11:00:00+00:00,0.0,0.0,0.0,-12.600000000000001,1.35
2023-01-03 12:00:00+00:00,0.0,0.0,0.0,-12.5,1.3
2023-01-03 13:00:00+00:00,0.0,0.0,0.0,-12.45,1.25
2023-01-03 14:00:00+00:00,0.0,0.0,0.0,-12.4,1.25
2023-01-03 15:00:00+00:00,21.5,20.5,28.0,-11.6,1.25
2023-01-03 16:00:00+00:00,156.0,79.0,424.0,-9.7,1.35
2023-01-03 17:00:00+00:00,295.0,82.0,723.0,-7.5,1.5000000000000002
2023-01-03 18:00:00+00:00,349.5,103.0,667.5,-5.95,1.85
2023-01-03 19:00:00+00:00,409.5,104.5,762.5,-5.25,2.25
2023-01-03 20:00:00+00:00,386.5,104.5,729.0,-5.1,2.35
2023-01-03 21:00:00+00:00,276.5,112.0,500.5,-5.300000000000001,1.9000000000000001
2023-01-03 22:00:00+00:00,208.5,72.5,592.5,-6.449999999999999,1.25
2023-01-03 23:00:00+00:00,77.0,36.5,415.0,-8.200000000000001,1.0
2023-01-04 00:00:00+00:00,0.0,0.0,0.0,-9.55,1.1
2023-01-04 01:00:00+00:00,0.0,0.0,0.0,-10.25,1.1
2023-01-04 02:00:00+00:00,0.0,0.0,0.0,-10.600000000000001,1.1
2023-01-04 03:00:00+00:00,0.0,0.0,0.0,-10.6,1.1
2023-01-04 04:00:00+00:00,0.0,0.0,0.0,-10.700000000000001,1.05
2023-01-04 05:00:00+00:00,0.0,0.0,0.0,-10.8,1.05
2023-01-04 06:00:00+00:00,0.0,0.0,0.0,-10.9,1.05
2023-01-04 07:00:00+00:00,0.0,0.0,0.0,-11.0,1.0
2023-01-04 08:00:00+00:00,0.0,0.0,0.0,-10.9,1.0
2023-01-04 09:00:00+00:00,0.0,0.0,0.0,-10.65,0.95
2023-01-04 10:00:00+00:00,0.0,0.0,0.0,-10.55,0.9
2023-01-04 11:00:00+00:00,0.0,0.0,0.0,-10.65,0.95
2023-01-04 12:00:00+00:00,0.0,0.0,0.0,-10.7,1.0
2023-01-04 13:00:00+00:00,0.0,0.0,0.0,-10.9,1.05
2023-01-04 14:00:00+00:00,0.0,0.0,0.0,-11.15,1.05
2023-01-04 15:00:00+00:00,29.5,17.5,284.0,-10.9,1.25
2023-01-04 16:00:00+00:00,172.5,36.5,743.0,-9.15,1.6
2023-01-04 17:00:00+00:00,306.0,43.5,889.0,-6.5,1.9500000000000002
2023-01-04 18:00:00+00:00,393.5,53.0,919.5,-4.45,2.2
2023-01-04 19:00:00+00:00,438.5,50.0,967.0,-3.6000000000000005,2.3500000000000005
2023-01-04 20:00:00+00:00,402.5,89.0,808.5,-3.5,2.25
2023-01-04 21:00:00+00:00,340.0,77.5,796.5,-3.85,2.0
2023-01-04 22:00:00+00:00,226.5,57.0,732.0,-5.0,1.7
2023-01-04 23:00:00+00:00,67.5,36.5,306.5,-6.800000000000001,1.55
2023-01-05 00:00:00+00:00,0.0,0.0,0.0,-8.15,1.6
2023-01-05 01:00:00+00:00,0.0,0.0,0.0,-8.700000000000001,1.65
2023-01-05 02:00:00+00:00,0.0,0.0,0.0,-9.1,1.65
2023-01-05 03:00:00+00:00,0.0,0.0,0.0,-9.350000000000001,1.65
2023-01-05 04:00:00+00:00,0.0,0.0,0.0,-9.399999999999999,1.7
2023-01-05 05:00:00+00:00,0.0,0.0,0.0,-9.2,1.75
2023-01-05 06:00:00+00:00,0.0,0.0,0.0,-8.850000000000001,1.9000000000000001
2023-01-05 07:00:00+00:00,0.0,0.0,0.0,-8.55,2.0
2023-01-05 08:00:00+00:00,0.0,0.0,0.0,-8.350000000000001,1.9500000000000002
2023-01-05 09:00:00+00:00,0.0,0.0,0.0,-8.1,1.85
2023-01-05 10:00:00+00:00,0.0,0.0,0.0,-8.0,1.8
2023-01-05 11:00:00+00:00,0.0,0.0,0.0,-8.05,1.7500000000000002
2023-01-05 12:00:00+00:00,0.0,0.0,0.0,-8.25,1.7000000000000002
2023-01-05 13:00:00+00:00,0.0,0.0,0.0,-8.5,1.75
2023-01-05 14:00:00+00:00,0.0,0.0,0.0,-8.65,2.0
2023-01-05 15:00:00+00:00,17.0,14.0,67.5,-7.75,2.5
2023-01-05 16:00:00+00:00,128.5,85.0,238.0,-5.75,3.35
2023-01-05 17:00:00+00:00,202.0,66.5,458.0,-4.15,3.9000000000000004
2023-01-05 18:00:00+00:00,344.0,133.0,568.5,-3.1500000000000004,4.0
2023-01-05 19:00:00+00:00,326.5,117.0,519.5,-2.5,3.8000000000000003
2023-01-05 20:00:00+00:00,277.5,101.0,453.0,-2.25,3.6
2023-01-05 21:00:00+00:00,244.0,84.0,482.5,-2.4000000000000004,3.35
2023-01-05 22:00:00+00:00,200.5,76.5,531.0,-3.2,2.6500000000000004
2023-01-05 23:00:00+00:00,59.5,28.5,304.0,-4.8500000000000005,2.1
2023-01-06 00:00:00+00:00,0.0,0.0,0.0,-6.35,1.9500000000000002
2023-01-06 01:00:00+00:00,0.0,0.0,0.0,-7.0,1.8000000000000003
2023-01-06 02:00:00+00:00,0.0,0.0,0.0,-7.300000000000001,1.65
2023-01-06 03:00:00+00:00,0.0,0.0,0.0,-7.5,1.4
2023-01-06 04:00:00+00:00,0.0,0.0,0.0,-7.7,1.1
2023-01-06 05:00:00+00:00,0.0,0.0,0.0,-8.049999999999999,0.9
2023-01-06 06:00:00+00:00,0.0,0.0,0.0,-8.2,0.8500000000000001
2023-01-06 07:00:00+00:00,0.0,0.0,0.0,-8.25,0.9000000000000001
2023-01-06 08:00:00+00:00,0.0,0.0,0.0,-8.200000000000001,1.0
2023-01-06 09:00:00+00:00,0.0,0.0,0.0,-8.15,1.0
2023-01-06 10:00:00+00:00,0.0,0.0,0.0,-8.35,1.05
2023-01-06 11:00:00+00:00,0.0,0.0,0.0,-8.75,1.0
2023-01-06 12:00:00+00:00,0.0,0.0,0.0,-9.5,1.05
2023-01-06 13:00:00+00:00,0.0,0.0,0.0,-10.350000000000001,1.2000000000000002
2023-01-06 14:00:00+00:00,0.0,0.0,0.0,-10.850000000000001,1.25
2023-01-06 15:00:00+00:00,14.5,14.5,0.0,-10.05,1.35
2023-01-06 16:00:00+00:00,118.0,67.5,276.0,-7.6,1.9
2023-01-06 17:00:00+00:00,273.5,128.0,488.5,-5.2,2.5
2023-01-06 18:00:00+00:00,254.0,127.0,340.0,-3.8,2.6500000000000004
2023-01-06 19:00:00+00:00,281.5,97.0,454.5,-3.35,2.45
2023-01-06 20:00:00+00:00,272.0,86.0,474.0,-3.4000000000000004,2.35
2023-01-06 21:00:00+00:00,225.5,73.5,455.0,-3.6500000000000004,2.2
2023-01-06 22:00:00+00:00,110.0,60.5,208.5,-4.25,2.05
2023-01-06 23:00:00+00:00,30.0,21.0,85.0,-5.05,1.75
2023-01-07 00:00:00+00:00,0.0,0.0,0.0,-5.85,1.45
2023-01-07 01:00:00+00:00,0.0,0.0,0.0,-6.449999999999999,1.35
2023-01-07 02:00:00+00:00,0.0,0.0,0.0,-7.05,1.3
2023-01-07 03:00:00+00:00,0.0,0.0,0.0,-7.7,1.1
2023-01-07 04:00:00+00:00,0.0,0.0,0.0,-8.25,0.8500000000000001
2023-01-07 05:00:00+00:00,0.0,0.0,0.0,-8.6,0.65
2023-01-07 06:00:00+00:00,0.0,0.0,0.0,-9.0,0.6000000000000001
2023-01-07 07:00:00+00:00,0.0,0.0,0.0,-9.5,0.8
2023-01-07 08:00:00+00:00,0.0,0.0,0.0,-9.95,1.15
2023-01-07 09:00:00+00:00,0.0,0.0,0.0,-10.350000000000001,1.55
2023-01-07 10:00:00+00:00,0.0,0.0,0.0,-10.65,1.85
2023-01-07 11:00:00+00:00,0.0,0.0,0.0,-11.05,2.0
2023-01-07 12:00:00+00:00,0.0,0.0,0.0,-11.45,2.1500000000000004
2023-01-07 13:00:00+00:00,0.0,0.0,0.0,-11.75,2.1500000000000004
2023-01-07 14:00:00+00:00,0.0,0.0,0.0,-12.05,2.25
2023-01-07 15:00:00+00:00,21.5,21.5,5.0,-11.55,2.45
2023-01-07 16:00:00+00:00,160.0,84.5,410.0,-9.25,2.85
2023-01-07 17:00:00+00:00,265.0,141.0,415.5,-6.65,3.3500000000000005
2023-01-07 18:00:00+00:00,348.5,193.5,414.0,-5.3500000000000005,3.6500000000000004
2023-01-07 19:00:00+00:00,314.0,160.5,376.5,-5.0,3.6500000000000004
2023-01-07 20:00:00+00:00,386.5,136.0,635.5,-4.95,3.5
2023-01-07 21:00:00+00:00,338.0,100.5,703.0,-5.25,3.25
2023-01-07 22:00:00+00:00,178.0,73.0,439.0,-6.0,2.6500000000000004
2023-01-07 23:00:00+00:00,64.5,49.0,141.5,-7.4,2.1
2023-01-08 00:00:00+00:00,0.0,0.0,0.0,-8.700000000000001,1.85
2023-01-08 01:00:00+00:00,0.0,0.0,0.0,-9.600000000000001,1.85
2023-01-08 02:00:00+00:00,0.0,0.0,0.0,-10.399999999999999,1.9000000000000001
2023-01-08 03:00:00+00:00,0.0,0.0,0.0,-10.9,2.0500000000000003
2023-01-08 04:00:00+00:00,0.0,0.0,0.0,-11.4,2.1
2023-01-08 05:00:00+00:00,0.0,0.0,0.0,-12.0,2.1
2023-01-08 06:00:00+00:00,0.0,0.0,0.0,-12.55,2.1
2023-01-08 07:00:00+00:00,0.0,0.0,0.0,-13.1,2.1
2023-01-08 08:00:00+00:00,0.0,0.0,0.0,-13.5,2.05
2023-01-08 09:00:00+00:00,0.0,0.0,0.0,-13.8,2.1
2023-01-08 10:00:00+00:00,0.0,0.0,0.0,-13.85,2.1500000000000004
2023-01-08 11:00:00+00:00,0.0,0.0,0.0,-13.95,2.1
2023-01-08 12:00:00+00:00,0.0,0.0,0.0,-14.2,1.9000000000000001
2023-01-08 13:00:00+00:00,0.0,0.0,0.0,-14.55,1.75
2023-01-08 14:00:00+00:00,0.0,0.0,0.0,-14.55,1.65
2023-01-08 15:00:00+00:00,25.0,16.0,208.0,-13.2,1.7000000000000002
2023-01-08 16:00:00+00:00,166.5,65.0,546.5,-10.55,1.9
2023-01-08 17:00:00+00:00,231.0,119.0,373.5,-8.1,2.2
2023-01-08 18:00:00+00:00,266.0,146.5,318.0,-6.8500000000000005,2.6
2023-01-08 19:00:00+00:00,283.0,166.0,285.5,-6.450000000000001,2.7
2023-01-08 20:00:00+00:00,278.5,106.5,433.5,-6.199999999999999,2.7
2023-01-08 21:00:00+00:00,233.5,90.0,423.5,-6.2,2.6500000000000004
2023-01-08 22:00:00+00:00,189.0,82.0,442.0,-6.800000000000001,2.3
2023-01-08 23:00:00+00:00,64.5,33.5,279.5,-8.2,1.7
2023-01-09 00:00:00+00:00,0.0,0.0,0.0,-9.45,1.45
2023-01-09 01:00:00+00:00,0.0,0.0,0.0,-10.100000000000001,1.45
2023-01-09 02:00:00+00:00,0.0,0.0,0.0,-10.7,1.4
2023-01-09 03:00:00+00:00,0.0,0.0,0.0,-11.05,1.25
2023-01-09 04:00:00+00:00,0.0,0.0,0.0,-11.0,0.9500000000000002
2023-01-09 05:00:00+00:00,0.0,0.0,0.0,-11.0,0.75
2023-01-09 06:00:00+00:00,0.0,0.0,0.0,-11.3,0.75
2023-01-09 07:00:00+00:00,0.0,0.0,0.0,-11.6,0.8
2023-01-09 08:00:00+00:00,0.0,0.0,0.0,-11.85,0.8
2023-01-09 09:00:00+00:00,0.0,0.0,0.0,-11.9,0.9000000000000001
2023-01-09 10:00:00+00:00,0.0,0.0,0.0,-11.8,1.1
2023-01-09 11:00:00+00:00,0.0,0.0,0.0,-11.55,1.3
2023-01-09 12:00:00+00:00,0.0,0.0,0.0,-11.2,1.4500000000000002
2023-01-09 13:00:00+00:00,0.0,0.0,0.0,-10.55,1.6
2023-01-09 14:00:00+00:00,0.0,0.0,0.0,-9.65,2.0
2023-01-09 15:00:00+00:00,15.0,15.0,0.5,-8.35,2.75
2023-01-09 16:00:00+00:00,145.5,66.0,425.0,-6.95,3.7
2023-01-09 17:00:00+00:00,160.0,141.0,64.0,-5.7,4.300000000000001
2023-01-09 18:00:00+00:00,255.0,191.0,169.5,-4.65,4.85
2023-01-09 19:00:00+00:00,243.5,194.5,120.0,-4.15,5.300000000000001
2023-01-09 20:00:00+00:00,213.0,181.0,81.0,-4.15,5.300000000000001
2023-01-09 21:00:00+00:00,125.5,124.0,4.5,-4.2,4.95
2023-01-09 22:00:00+00:00,132.0,107.5,100.5,-4.300000000000001,4.6000000000000005
2023-01-09 23:00:00+00:00,62.0,40.5,187.5,-4.6000000000000005,4.300000000000001
2023-01-10 00:00:00+00:00,0.0,0.0,0.0,-5.0,3.85
2023-01-10 01:00:00+00:00,0.0,0.0,0.0,-5.3500000000000005,3.55
2023-01-10 02:00:00+00:00,0.0,0.0,0.0,-5.65,3.55
2023-01-10 03:00:00+00:00,0.0,0.0,0.0,-6.0,3.4000000000000004
2023-01-10 04:00:00+00:00,0.0,0.0,0.0,-6.65,3.0000000000000004
2023-01-10 05:00:00+00:00,0.0,0.0,0.0,-7.25,2.6
2023-01-10 06:00:00+00:00,0.0,0.0,0.0,-7.65,2.3
2023-01-10 07:00:00+00:00,0.0,0.0,0.0,-8.2,2.0
2023-01-10 08:00:00+00:00,0.0,0.0,0.0,-9.0,1.75
2023-01-10 09:00:00+00:00,0.0,0.0,0.0,-9.9,1.6
2023-01-10 10:00:00+00:00,0.0,0.0,0.0,-10.35,1.5
2023-01-10 11:00:00+00:00,0.0,0.0,0.0,-10.45,1.4000000000000001
2023-01-10 12:00:00+00:00,0.0,0.0,0.0,-10.6,1.2000000000000002
2023-01-10 13:00:00+00:00,0.0,0.0,0.0,-10.95,1.1500000000000001
2023-01-10 14:00:00+00:00,0.0,0.0,0.0,-11.35,1.25
2023-01-10 15:00:00+00:00,18.5,17.5,19.0,-11.149999999999999,1.3
2023-01-10 16:00:00+00:00,105.0,67.5,200.5,-9.7,1.5
2023-01-10 17:00:00+00:00,189.0,118.0,233.0,-7.55,2.45
2023-01-10 18:00:00+00:00,311.5,135.0,465.0,-6.05,3.5500000000000003
2023-01-10 19:00:00+00:00,272.5,196.5,184.0,-5.6000000000000005,4.0
2023-01-10 20:00:00+00:00,289.5,119.0,424.5,-5.5,3.9000000000000004
2023-01-10 21:00:00+00:00,245.5,81.0,476.0,-5.65,3.8000000000000003
2023-01-10 22:00:00+00:00,162.5,58.5,420.5,-6.15,3.4
2023-01-10 23:00:00+00:00,66.5,27.5,336.5,-7.1499999999999995,2.8000000000000003
2023-01-11 00:00:00+00:00,0.0,0.0,0.0,-8.3,2.3000000000000003
2023-01-11 01:00:00+00:00,0.0,0.0,0.0,-9.25,1.85
2023-01-11 02:00:00+00:00,0.0,0.0,0.0,-9.900000000000002,1.4000000000000001
2023-01-11 03:00:00+00:00,0.0,0.0,0.0,-10.4,1.5500000000000003
2023-01-11 04:00:00+00:00,0.0,0.0,0.0,-11.200000000000001,1.9000000000000001
2023-01-11 05:00:00+00:00,0.0,0.0,0.0,-11.8,2.0500000000000003
2023-01-11 06:00:00+00:00,0.0,0.0,0.0,-12.25,2.1500000000000004
2023-01-11 07:00:00+00:00,0.0,0.0,0.0,-12.899999999999999,2.1
2023-01-11 08:00:00+00:00,0.0,0.0,0.0,-13.55,2.0
2023-01-11 09:00:00+00:00,0.0,0.0,0.0,-14.05,1.9000000000000001
2023-01-11 10:00:00+00:00,0.0,0.0,0.0,-14.4,1.8
2023-01-11 11:00:00+00:00,0.0,0.0,0.0,-14.55,1.8
2023-01-11 12:00:00+00:00,0.0,0.0,0.0,-14.55,1.75
2023-01-11 13:00:00+00:00,0.0,0.0,0.0,-14.5,1.7
2023-01-11 14:00:00+00:00,0.0,0.0,0.0,-14.549999999999999,1.7
2023-01-11 15:00:00+00:00,31.0,18.0,287.5,-13.9,1.6
2023-01-11 16:00:00+00:00,175.0,55.0,633.5,-11.2,1.85
2023-01-11 17:00:00+00:00,323.0,45.5,912.0,-8.25,2.85
2023-01-11 18:00:00+00:00,418.5,58.5,942.5,-6.800000000000001,3.7
2023-01-11 19:00:00+00:00,464.5,53.0,988.0,-6.199999999999999,3.85
2023-01-11 20:00:00+00:00,444.5,62.5,945.0,-6.0,3.9000000000000004
2023-01-11 21:00:00+00:00,359.0,88.0,777.5,-6.1000000000000005,3.75
2023-01-11 22:00:00+00:00,236.5,82.0,614.0,-6.800000000000001,3.25
2023-01-11 23:00:00+00:00,95.5,37.0,492.5,-8.2,3.1500000000000004
2023-01-12 00:00:00+00:00,0.0,0.0,0.0,-9.4,3.0000000000000004
2023-01-12 01:00:00+00:00,0.0,0.0,0.0,-9.9,2.45
2023-01-12 02:00:00+00:00,0.0,0.0,0.0,-10.350000000000001,2.55
2023-01-12 03:00:00+00:00,0.0,0.0,0.0,-10.649999999999999,3.2
2023-01-12 04:00:00+00:00,0.0,0.0,0.0,-10.8,3.5
2023-01-12 05:00:00+00:00,0.0,0.0,0.0,-10.65,3.7
2023-01-12 06:00:00+00:00,0.0,0.0,0.0,-10.4,4.0
2023-01-12 07:00:00+00:00,0.0,0.0,0.0,-10.5,4.050000000000001
2023-01-12 08:00:00+00:00,0.0,0.0,0.0,-10.7,3.95
2023-01-12 09:00:00+00:00,0.0,0.0,0.0,-10.7,3.9000000000000004
2023-01-12 10:00:00+00:00,0.0,0.0,0.0,-10.6,3.95
2023-01-12 11:00:00+00:00,0.0,0.0,0.0,-10.55,3.95
2023-01-12 12:00:00+00:00,0.0,0.0,0.0,-10.55,3.75
2023-01-12 13:00:00+00:00,0.0,0.0,0.0,-10.65,3.3
2023-01-12 14:00:00+00:00,0.0,0.0,0.0,-11.05,2.75
2023-01-12 15:00:00+00:00,26.0,20.0,132.0,-10.9,2.6
2023-01-12 16:00:00+00:00,156.5,71.5,447.0,-9.4,3.1
2023-01-12 17:00:00+00:00,274.0,121.0,499.0,-7.75,3.7
2023-01-12 18:00:00+00:00,359.0,177.5,471.5,-6.9,4.0
2023-01-12 19:00:00+00:00,286.0,250.5,85.0,-6.55,4.050000000000001
2023-01-12 20:00:00+00:00,348.5,242.5,260.0,-6.5,4.15
2023-01-12 21:00:00+00:00,282.5,196.0,245.5,-6.7,4.2
2023-01-12 22:00:00+00:00,190.0,104.5,337.0,-7.4,4.1
2023-01-12 23:00:00+00:00,64.0,56.0,67.0,-9.15,3.6500000000000004
2023-01-13 00:00:00+00:00,0.0,0.0,0.0,-10.95,3.3
2023-01-13 01:00:00+00:00,0.0,0.0,0.0,-11.85,3.1000000000000005
2023-01-13 02:00:00+00:00,0.0,0.0,0.0,-12.5,2.8
2023-01-13 03:00:00+00:00,0.0,0.0,0.0,-13.3,2.4
2023-01-13 04:00:00+00:00,0.0,0.0,0.0,-14.500000000000002,2.0
2023-01-13 05:00:00+00:00,0.0,0.0,0.0,-16.0,1.8
2023-01-13 06:00:00+00:00,0.0,0.0,0.0,-17.25,1.75
2023-01-13 07:00:00+00:00,0.0,0.0,0.0,-17.950000000000003,1.85
2023-01-13 08:00:00+00:00,0.0,0.0,0.0,-18.2,1.95
2023-01-13 09:00:00+00:00,0.0,0.0,0.0,-18.200000000000003,1.95
2023-01-13 10:00:00+00:00,0.0,0.0,0.0,-18.05,1.95
2023-01-13 11:00:00+00:00,0.0,0.0,0.0,-18.1,1.85
2023-01-13 12:00:00+00:00,0.0,0.0,0.0,-18.1,1.75
2023-01-13 13:00:00+00:00,0.0,0.0,0.0,-17.95,1.7
2023-01-13 14:00:00+00:00,0.0,0.0,0.0,-17.400000000000002,1.7
2023-01-13 15:00:00+00:00,24.5,24.5,5.0,-15.8,1.6
2023-01-13 16:00:00+00:00,179.0,72.0,555.0,-13.05,1.4
2023-01-13 17:00:00+00:00,289.5,125.5,533.5,-10.1,1.6
2023-01-13 18:00:00+00:00,272.5,160.0,291.5,-8.55,2.0
2023-01-13 19:00:00+00:00,177.0,175.5,4.0,-8.2,2.0500000000000003
2023-01-13 20:00:00+00:00,161.5,160.0,3.0,-8.15,2.0500000000000003
2023-01-13 21:00:00+00:00,136.5,135.5,3.0,-8.25,2.2
2023-01-13 22:00:00+00:00,80.5,80.5,1.0,-8.5,2.35
2023-01-13 23:00:00+00:00,43.0,42.5,2.0,-9.05,2.35
2023-01-14 00:00:00+00:00,0.0,0.0,0.0,-9.5,2.35
2023-01-14 01:00:00+00:00,0.0,0.0,0.0,-9.700000000000001,2.55
2023-01-14 02:00:00+00:00,0.0,0.0,0.0,-9.75,2.6500000000000004
2023-01-14 03:00:00+00:00,0.0,0.0,0.0,-9.8,2.45
2023-01-14 04:00:00+00:00,0.0,0.0,0.0,-9.9,2.0
2023-01-14 05:00:00+00:00,0.0,0.0,0.0,-10.0,1.45
2023-01-14 06:00:00+00:00,0.0,0.0,0.0,-10.1,1.1
2023-01-14 07:00:00+00:00,0.0,0.0,0.0,-10.45,1.0
2023-01-14 08:00:00+00:00,0.0,0.0,0.0,-10.95,1.1
2023-01-14 09:00:00+00:00,0.0,0.0,0.0,-11.5,1.1
2023-01-14 10:00:00+00:00,0.0,0.0,0.0,-12.05,1.1
2023-01-14 11:00:00+00:00,0.0,0.0,0.0,-12.4,1.05
2023-01-14 12:00:00+00:00,0.0,0.0,0.0,-12.649999999999999,1.0
2023-01-14 13:00:00+00:00,0.0,0.0,0.0,-13.1,1.15
2023-01-14 14:00:00+00:00,0.0,0.0,0.0,-13.350000000000001,1.2
2023-01-14 15:00:00+00:00,32.0,21.5,204.5,-12.700000000000001,1.25
2023-01-14 16:00:00+00:00,166.5,77.0,464.0,-10.4,1.2000000000000002
2023-01-14 17:00:00+00:00,315.0,71.5,785.0,-7.6000000000000005,1.45
2023-01-14 18:00:00+00:00,389.5,101.5,742.0,-5.75,1.9000000000000001
2023-01-14 19:00:00+00:00,408.5,146.0,619.0,-5.0,2.25
2023-01-14 20:00:00+00:00,429.0,67.0,876.5,-4.5,2.6
2023-01-14 21:00:00+00:00,308.5,135.5,484.0,-4.3,2.9000000000000004
2023-01-14 22:00:00+00:00,199.5,66.5,510.5,-4.9,2.75
2023-01-14 23:00:00+00:00,83.0,39.0,341.5,-6.800000000000001,2.45
2023-01-15 00:00:00+00:00,0.0,0.0,0.0,-9.15,2.4000000000000004
2023-01-15 01:00:00+00:00,0.0,0.0,0.0,-10.700000000000001,2.5
2023-01-15 02:00:00+00:00,0.0,0.0,0.0,-11.6,2.5
2023-01-15 03:00:00+00:00,0.0,0.0,0.0,-12.100000000000001,2.5
2023-01-15 04:00:00+00:00,0.0,0.0,0.0,-12.399999999999999,2.45
2023-01-15 05:00:00+00:00,0.0,0.0,0.0,-12.700000000000001,2.3
2023-01-15 06:00:00+00:00,0.0,0.0,0.0,-12.900000000000002,2.1500000000000004
2023-01-15 07:00:00+00:00,0.0,0.0,0.0,-13.299999999999999,1.8
2023-01-15 08:00:00+00:00,0.0,0.0,0.0,-13.649999999999999,1.45
2023-01-15 09:00:00+00:00,0.0,0.0,0.0,-13.850000000000001,1.35
2023-01-15 10:00:00+00:00,0.0,0.0,0.0,-13.850000000000001,1.3
