Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,timestamp
2024,1,1,0,30,0,0,0,0.4,1.0,1704069000
2024,1,1,1,30,0,0,0,0.0,1.0,1704072600
2024,1,1,2,30,0,0,0,-0.5,0.9,1704076200
2024,1,1,3,30,0,0,0,-1.2000000000000002,1.0,1704079800
2024,1,1,4,30,0,0,0,-1.9,1.0,1704083400
2024,1,1,5,30,0,0,0,-2.3000000000000003,1.1,1704087000
2024,1,1,6,30,0,0,0,-2.3000000000000003,1.1,1704090600
2024,1,1,7,30,0,0,0,-2.2,1.1,1704094200
2024,1,1,8,30,0,0,0,-2.2,1.2000000000000002,1704097800
2024,1,1,9,30,0,0,0,-2.3000000000000003,1.2000000000000002,1704101400
2024,1,1,10,30,0,0,0,-2.3000000000000003,1.1,1704105000
2024,1,1,11,30,0,0,0,-2.4000000000000004,1.1,1704108600
2024,1,1,12,30,0,0,0,-2.5,1.1,1704112200
2024,1,1,13,30,0,0,0,-2.6,1.1,1704115800
2024,1,1,14,30,0,0,0,-2.7,1.1,1704119400
2024,1,1,15,30,16,14,40,-2.4000000000000004,1.0,1704123000
2024,1,1,16,30,166,39,696,-1.1,1.0,1704126600
2024,1,1,17,30,270,107,554,0.9,1.0,1704130200
2024,1,1,18,30,377,80,808,2.9000000000000004,0.8,1704133800
2024,1,1,19,30,422,61,907,4.3,1.0,1704137400
2024,1,1,20,30,405,52,919,4.6000000000000005,1.3,1704141000
2024,1,1,21,30,332,50,868,4.0,1.0,1704144600
2024,1,1,22,30,183,80,456,2.5,0.7000000000000001,1704148200
2024,1,1,23,30,69,38,335,1.1,0.6000000000000001,1704151800
2024,1,2,0,30,0,0,0,0.4,0.5,1704155400
2024,1,2,1,30,0,0,0,-0.4,0.6000000000000001,1704159000
2024,1,2,2,30,0,0,0,-1.4,0.9,1704162600
2024,1,2,3,30,0,0,0,-2.2,1.0,1704166200
2024,1,2,4,30,0,0,0,-2.8000000000000003,1.1,1704169800
2024,1,2,5,30,0,0,0,-3.1,1.1,1704173400
2024,1,2,6,30,0,0,0,-3.0,1.0,1704177000
2024,1,2,7,30,0,0,0,-2.8000000000000003,0.9,1704180600
2024,1,2,8,30,0,0,0,-2.9000000000000004,0.8,1704184200
2024,1,2,9,30,0,0,0,-3.1,0.9,1704187800
2024,1,2,10,30,0,0,0,-3.5,1.0,1704191400
2024,1,2,11,30,0,0,0,-3.7,1.0,1704195000
2024,1,2,12,30,0,0,0,-3.8,1.0,1704198600
2024,1,2,13,30,0,0,0,-3.8,1.0,1704202200
2024,1,2,14,30,0,0,0,-3.8,0.9,1704205800
2024,1,2,15,30,29,17,295,-3.3000000000000003,0.8,1704209400
2024,1,2,16,30,168,37,722,-1.5,1.0,1704213000
2024,1,2,17,30,297,45,856,0.8,1.4,1704216600
2024,1,2,18,30,388,51,914,2.4000000000000004,1.6,1704220200
2024,1,2,19,30,426,52,936,3.2,1.7000000000000002,1704223800
2024,1,2,20,30,409,51,928,3.4000000000000004,1.7000000000000002,1704227400
2024,1,2,21,30,337,47,889,3.0,1.6,1704231000
2024,1,2,22,30,220,40,792,1.5,1.0,1704234600
2024,1,2,23,30,79,26,549,-0.7000000000000001,0.8,1704238200
2024,1,3,0,30,0,0,0,-2.3000000000000003,0.9,1704241800
2024,1,3,1,30,0,0,0,-3.3000000000000003,1.1,1704245400
2024,1,3,2,30,0,0,0,-4.0,1.2000000000000002,1704249000
2024,1,3,3,30,0,0,0,-4.4,1.4,1704252600
2024,1,3,4,30,0,0,0,-4.6000000000000005,1.5,1704256200
2024,1,3,5,30,0,0,0,-4.4,1.6,1704259800
2024,1,3,6,30,0,0,0,-4.0,1.7000000000000002,1704263400
2024,1,3,7,30,0,0,0,-3.7,1.7000000000000002,1704267000
2024,1,3,8,30,0,0,0,-3.9,1.6,1704270600
2024,1,3,9,30,0,0,0,-4.5,1.5,1704274200
2024,1,3,10,30,0,0,0,-5.0,1.5,1704277800
2024,1,3,11,30,0,0,0,-5.4,1.5,1704281400
2024,1,3,12,30,0,0,0,-5.4,1.5,1704285000
2024,1,3,13,30,0,0,0,-5.4,1.5,1704288600
2024,1,3,14,30,0,0,0,-5.4,1.5,1704292200
2024,1,3,15,30,24,20,91,-4.0,1.5,1704295800
2024,1,3,16,30,160,63,533,-1.6,1.8,1704299400
2024,1,3,17,30,240,72,569,0.0,2.3000000000000003,1704303000
2024,1,3,18,30,321,152,456,0.9,2.5,1704306600
2024,1,3,19,30,227,129,244,1.3,2.3000000000000003,1704310200
2024,1,3,20,30,307,135,445,1.4,2.1,1704313800
2024,1,3,21,30,202,134,208,1.1,1.6,1704317400
2024,1,3,22,30,189,99,391,0.3,1.1,1704321000
2024,1,3,23,30,71,41,309,-0.6000000000000001,0.8,1704324600
2024,1,4,0,30,0,0,0,-0.9,0.7000000000000001,1704328200
2024,1,4,1,30,0,0,0,-1.0,0.6000000000000001,1704331800
2024,1,4,2,30,0,0,0,-1.1,0.6000000000000001,1704335400
2024,1,4,3,30,0,0,0,-1.4,0.7000000000000001,1704339000
2024,1,4,4,30,0,0,0,-1.6,0.7000000000000001,1704342600
2024,1,4,5,30,0,0,0,-1.9,0.8,1704346200
2024,1,4,6,30,0,0,0,-2.2,0.8,1704349800
2024,1,4,7,30,0,0,0,-2.6,0.8,1704353400
2024,1,4,8,30,0,0,0,-2.8000000000000003,0.9,1704357000
2024,1,4,9,30,0,0,0,-3.0,0.9,1704360600
2024,1,4,10,30,0,0,0,-3.1,0.9,1704364200
2024,1,4,11,30,0,0,0,-3.3000000000000003,1.0,1704367800
2024,1,4,12,30,0,0,0,-3.5,1.0,1704371400
2024,1,4,13,30,0,0,0,-3.5,1.1,1704375000
2024,1,4,14,30,0,0,0,-3.4000000000000004,1.1,1704378600
2024,1,4,15,30,28,17,257,-2.3000000000000003,1.4,1704382200
2024,1,4,16,30,163,45,647,-0.6000000000000001,2.1,1704385800
2024,1,4,17,30,296,45,849,1.2000000000000002,2.6,1704389400
2024,1,4,18,30,387,47,916,2.5,2.5,1704393000
2024,1,4,19,30,398,90,765,3.0,2.3000000000000003,1704396600
2024,1,4,20,30,401,60,876,3.0,2.2,1704400200
2024,1,4,21,30,341,41,906,2.6,2.0,1704403800
2024,1,4,22,30,224,34,816,1.2000000000000002,1.4,1704407400
2024,1,4,23,30,83,23,591,-1.1,1.1,1704411000
2024,1,5,0,30,0,0,0,-2.7,1.3,1704414600
2024,1,5,1,30,0,0,0,-3.7,1.4,1704418200
2024,1,5,2,30,0,0,0,-4.7,1.4,1704421800
2024,1,5,3,30,0,0,0,-5.4,1.4,1704425400
2024,1,5,4,30,0,0,0,-5.6000000000000005,1.4,1704429000
2024,1,5,5,30,0,0,0,-5.4,1.4,1704432600
2024,1,5,6,30,0,0,0,-5.300000000000001,1.4,1704436200
2024,1,5,7,30,0,0,0,-5.300000000000001,1.4,1704439800
2024,1,5,8,30,0,0,0,-5.2,1.3,1704443400
2024,1,5,9,30,0,0,0,-5.2,1.1,1704447000
2024,1,5,10,30,0,0,0,-5.2,1.1,1704450600
2024,1,5,11,30,0,0,0,-5.300000000000001,1.2000000000000002,1704454200
2024,1,5,12,30,0,0,0,-5.4,1.3,1704457800
2024,1,5,13,30,0,0,0,-5.5,1.6,1704461400
2024,1,5,14,30,0,0,0,-5.5,1.9,1704465000
2024,1,5,15,30,22,16,132,-4.5,2.7,1704468600
2024,1,5,16,30,166,52,619,-2.3000000000000003,3.7,1704472200
2024,1,5,17,30,307,42,894,-0.6000000000000001,4.5,1704475800
2024,1,5,18,30,404,46,961,0.5,4.7,1704479400
2024,1,5,19,30,445,48,982,1.0,4.4,1704483000
2024,1,5,20,30,424,47,963,1.2000000000000002,4.0,1704486600
2024,1,5,21,30,351,46,914,0.8,3.6,1704490200
2024,1,5,22,30,232,39,821,-0.6000000000000001,2.5,1704493800
2024,1,5,23,30,88,26,595,-3.3000000000000003,1.5,1704497400
2024,1,6,0,30,0,0,0,-5.5,1.3,1704501000
2024,1,6,1,30,0,0,0,-6.4,1.4,1704504600
2024,1,6,2,30,0,0,0,-7.0,1.4,1704508200
2024,1,6,3,30,0,0,0,-7.5,1.4,1704511800
2024,1,6,4,30,0,0,0,-8.1,1.3,1704515400
2024,1,6,5,30,0,0,0,-8.700000000000001,1.3,1704519000
2024,1,6,6,30,0,0,0,-9.0,1.3,1704522600
2024,1,6,7,30,0,0,0,-9.0,1.2000000000000002,1704526200
2024,1,6,8,30,0,0,0,-8.8,1.2000000000000002,1704529800
2024,1,6,9,30,0,0,0,-8.4,1.0,1704533400
2024,1,6,10,30,0,0,0,-7.5,0.9,1704537000
2024,1,6,11,30,0,0,0,-6.5,0.5,1704540600
2024,1,6,12,30,0,0,0,-6.5,0.5,1704544200
2024,1,6,13,30,0,0,0,-7.300000000000001,0.8,1704547800
2024,1,6,14,30,0,0,0,-7.9,0.8,1704551400
2024,1,6,15,30,11,11,1,-7.1000000000000005,1.0,1704555000
2024,1,6,16,30,67,44,125,-5.1000000000000005,1.9,1704558600
2024,1,6,17,30,253,131,410,-3.2,2.8000000000000003,1704562200
2024,1,6,18,30,92,91,2,-2.0,3.4000000000000004,1704565800
2024,1,6,19,30,97,96,2,-1.5,3.5,1704569400
2024,1,6,20,30,92,91,2,-1.7000000000000002,3.5,1704573000
2024,1,6,21,30,75,75,1,-2.3000000000000003,3.4000000000000004,1704576600
2024,1,6,22,30,45,45,0,-3.3000000000000003,3.1,1704580200
2024,1,6,23,30,14,14,0,-4.6000000000000005,2.5,1704583800
2024,1,7,0,30,0,0,0,-5.4,1.9,1704587400
2024,1,7,1,30,0,0,0,-5.6000000000000005,1.7000000000000002,1704591000
2024,1,7,2,30,0,0,0,-5.6000000000000005,1.5,1704594600
2024,1,7,3,30,0,0,0,-5.6000000000000005,1.1,1704598200
2024,1,7,4,30,0,0,0,-5.5,0.7000000000000001,1704601800
2024,1,7,5,30,0,0,0,-5.6000000000000005,0.5,1704605400
2024,1,7,6,30,0,0,0,-5.9,0.6000000000000001,1704609000
2024,1,7,7,30,0,0,0,-6.1000000000000005,0.9,1704612600
2024,1,7,8,30,0,0,0,-6.2,1.4,1704616200
2024,1,7,9,30,0,0,0,-6.300000000000001,2.0,1704619800
2024,1,7,10,30,0,0,0,-6.4,2.4000000000000004,1704623400
2024,1,7,11,30,0,0,0,-6.4,2.6,1704627000
2024,1,7,12,30,0,0,0,-6.6000000000000005,2.7,1704630600
2024,1,7,13,30,0,0,0,-7.1000000000000005,2.8000000000000003,1704634200
2024,1,7,14,30,0,0,0,-7.6,2.8000000000000003,1704637800
2024,1,7,15,30,24,24,9,-7.2,3.2,1704641400
2024,1,7,16,30,176,45,707,-5.6000000000000005,3.9,1704645000
2024,1,7,17,30,294,114,602,-4.1000000000000005,4.1000000000000005,1704648600
2024,1,7,18,30,386,139,659,-3.2,3.9,1704652200
2024,1,7,19,30,437,135,739,-2.8000000000000003,3.6,1704655800
2024,1,7,20,30,415,126,730,-2.9000000000000004,3.3000000000000003,1704659400
2024,1,7,21,30,349,115,693,-3.2,3.0,1704663000
2024,1,7,22,30,173,109,265,-4.1000000000000005,2.3000000000000003,1704666600
2024,1,7,23,30,71,67,39,-6.0,1.5,1704670200
2024,1,8,0,30,0,0,0,-7.7,1.2000000000000002,1704673800
2024,1,8,1,30,0,0,0,-8.8,1.4,1704677400
2024,1,8,2,30,0,0,0,-9.7,1.6,1704681000
2024,1,8,3,30,0,0,0,-10.4,1.9,1704684600
2024,1,8,4,30,0,0,0,-10.9,2.1,1704688200
2024,1,8,5,30,0,0,0,-11.4,2.3000000000000003,1704691800
2024,1,8,6,30,0,0,0,-11.8,2.4000000000000004,1704695400
2024,1,8,7,30,0,0,0,-12.2,2.4000000000000004,1704699000
2024,1,8,8,30,0,0,0,-12.6,2.3000000000000003,1704702600
2024,1,8,9,30,0,0,0,-12.9,2.1,1704706200
2024,1,8,10,30,0,0,0,-13.3,2.0,1704709800
2024,1,8,11,30,0,0,0,-13.5,1.9,1704713400
2024,1,8,12,30,0,0,0,-13.7,1.7000000000000002,1704717000
2024,1,8,13,30,0,0,0,-13.8,1.5,1704720600
2024,1,8,14,30,0,0,0,-13.6,1.4,1704724200
2024,1,8,15,30,35,17,403,-11.8,1.6,1704727800
2024,1,8,16,30,183,37,786,-8.9,1.8,1704731400
2024,1,8,17,30,312,95,722,-6.5,1.9,1704735000
2024,1,8,18,30,394,135,688,-5.2,2.5,1704738600
2024,1,8,19,30,440,119,782,-4.7,3.2,1704742200
2024,1,8,20,30,434,57,948,-4.800000000000001,3.6,1704745800
2024,1,8,21,30,351,67,835,-5.1000000000000005,3.6,1704749400
2024,1,8,22,30,239,43,805,-5.9,3.0,1704753000
2024,1,8,23,30,91,31,533,-7.5,2.1,1704756600
2024,1,9,0,30,0,0,0,-9.1,1.5,1704760200
2024,1,9,1,30,0,0,0,-9.9,1.5,1704763800
2024,1,9,2,30,0,0,0,-10.3,1.4,1704767400
2024,1,9,3,30,0,0,0,-10.3,1.2000000000000002,1704771000
2024,1,9,4,30,0,0,0,-10.0,1.2000000000000002,1704774600
2024,1,9,5,30,0,0,0,-9.5,1.0,1704778200
2024,1,9,6,30,0,0,0,-9.0,0.9,1704781800
2024,1,9,7,30,0,0,0,-8.6,0.8,1704785400
2024,1,9,8,30,0,0,0,-8.6,0.6000000000000001,1704789000
2024,1,9,9,30,0,0,0,-8.5,0.5,1704792600
2024,1,9,10,30,0,0,0,-8.3,0.8,1704796200
2024,1,9,11,30,0,0,0,-8.0,1.0,1704799800
2024,1,9,12,30,0,0,0,-7.9,1.1,1704803400
2024,1,9,13,30,0,0,0,-7.800000000000001,1.1,1704807000
2024,1,9,14,30,0,0,0,-7.300000000000001,1.4,1704810600
2024,1,9,15,30,19,19,1,-6.1000000000000005,2.3000000000000003,1704814200
2024,1,9,16,30,166,54,598,-4.5,3.2,1704817800
2024,1,9,17,30,124,121,10,-3.0,4.2,1704821400
2024,1,9,18,30,310,181,342,-1.6,5.5,1704825000
2024,1,9,19,30,341,190,366,-1.1,6.6000000000000005,1704828600
2024,1,9,20,30,283,209,186,-1.4,6.9,1704832200
2024,1,9,21,30,121,120,2,-1.8,6.5,1704835800
2024,1,9,22,30,213,113,406,-2.2,6.4,1704839400
2024,1,9,23,30,89,48,358,-2.8000000000000003,6.300000000000001,1704843000
2024,1,10,0,30,0,0,0,-3.4000000000000004,6.0,1704846600
2024,1,10,1,30,0,0,0,-4.0,5.7,1704850200
2024,1,10,2,30,0,0,0,-4.6000000000000005,5.5,1704853800
2024,1,10,3,30,0,0,0,-5.5,5.2,1704857400
2024,1,10,4,30,0,0,0,-6.4,4.800000000000001,1704861000
2024,1,10,5,30,0,0,0,-7.2,4.3,1704864600
2024,1,10,6,30,0,0,0,-8.0,3.9,1704868200
2024,1,10,7,30,0,0,0,-8.8,3.4000000000000004,1704871800
2024,1,10,8,30,0,0,0,-10.0,2.7,1704875400
2024,1,10,9,30,0,0,0,-11.3,2.2,1704879000
2024,1,10,10,30,0,0,0,-11.6,2.1,1704882600
2024,1,10,11,30,0,0,0,-10.9,1.7000000000000002,1704886200
2024,1,10,12,30,0,0,0,-10.4,1.3,1704889800
2024,1,10,13,30,0,0,0,-10.3,1.1,1704893400
2024,1,10,14,30,0,0,0,-10.0,1.3,1704897000
2024,1,10,15,30,32,21,237,-9.3,1.4,1704900600
2024,1,10,16,30,47,47,0,-8.1,1.8,1704904200
2024,1,10,17,30,222,122,329,-6.7,3.2,1704907800
2024,1,10,18,30,297,184,297,-5.800000000000001,4.9,1704911400
2024,1,10,19,30,357,209,357,-5.4,5.6000000000000005,1704915000
2024,1,10,20,30,440,61,942,-5.4,5.300000000000001,1704918600
2024,1,10,21,30,368,68,866,-5.800000000000001,4.7,1704922200
2024,1,10,22,30,238,74,661,-6.6000000000000005,3.7,1704925800
2024,1,10,23,30,100,30,592,-8.4,2.8000000000000003,1704929400
2024,1,11,0,30,0,0,0,-10.5,2.2,1704933000
2024,1,11,1,30,0,0,0,-12.2,2.1,1704936600
2024,1,11,2,30,0,0,0,-13.3,2.1,1704940200
2024,1,11,3,30,0,0,0,-13.9,2.3000000000000003,1704943800
2024,1,11,4,30,0,0,0,-14.1,2.4000000000000004,1704947400
2024,1,11,5,30,0,0,0,-14.5,2.3000000000000003,1704951000
2024,1,11,6,30,0,0,0,-15.3,2.2,1704954600
2024,1,11,7,30,0,0,0,-16.2,2.1,1704958200
2024,1,11,8,30,0,0,0,-17.1,2.1,1704961800
2024,1,11,9,30,0,0,0,-17.7,2.2,1704965400
2024,1,11,10,30,0,0,0,-18.0,2.1,1704969000
2024,1,11,11,30,0,0,0,-18.1,2.1,1704972600
2024,1,11,12,30,0,0,0,-17.8,2.0,1704976200
2024,1,11,13,30,0,0,0,-17.400000000000002,2.0,1704979800
2024,1,11,14,30,0,0,0,-16.8,1.9,1704983400
2024,1,11,15,30,36,19,372,-15.4,1.8,1704987000
2024,1,11,16,30,178,49,682,-12.0,2.2,1704990600
2024,1,11,17,30,321,54,876,-8.5,3.6,1704994200
2024,1,11,18,30,414,86,857,-6.9,4.7,1704997800
2024,1,11,19,30,465,58,976,-6.300000000000001,5.0,1705001400
2024,1,11,20,30,434,109,803,-6.0,5.2,1705005000
2024,1,11,21,30,360,94,761,-5.800000000000001,5.5,1705008600
2024,1,11,22,30,237,93,570,-5.9,5.4,1705012200
2024,1,11,23,30,103,33,580,-6.2,5.2,1705015800
2024,1,12,0,30,0,0,0,-6.5,4.800000000000001,1705019400
2024,1,12,1,30,0,0,0,-6.9,4.3,1705023000
2024,1,12,2,30,0,0,0,-7.1000000000000005,4.5,1705026600
2024,1,12,3,30,0,0,0,-7.0,5.5,1705030200
2024,1,12,4,30,0,0,0,-6.800000000000001,5.9,1705033800
2024,1,12,5,30,0,0,0,-6.5,6.4,1705037400
2024,1,12,6,30,0,0,0,-6.300000000000001,6.9,1705041000
2024,1,12,7,30,0,0,0,-6.2,6.9,1705044600
2024,1,12,8,30,0,0,0,-6.4,6.4,1705048200
2024,1,12,9,30,0,0,0,-6.300000000000001,6.300000000000001,1705051800
2024,1,12,10,30,0,0,0,-6.0,6.5,1705055400
2024,1,12,11,30,0,0,0,-5.7,6.4,1705059000
2024,1,12,12,30,0,0,0,-5.4,6.0,1705062600
2024,1,12,13,30,0,0,0,-5.9,5.0,1705066200
2024,1,12,14,30,0,0,0,-7.4,3.8,1705069800
2024,1,12,15,30,17,17,2,-8.3,3.7,1705073400
2024,1,12,16,30,149,100,258,-8.1,4.7,1705077000
2024,1,12,17,30,274,150,403,-7.7,5.5,1705080600
2024,1,12,18,30,364,184,469,-7.5,5.9,1705084200
2024,1,12,19,30,362,218,344,-7.5,6.1000000000000005,1705087800
2024,1,12,20,30,380,229,370,-7.7,6.2,1705091400
2024,1,12,21,30,313,203,312,-8.1,6.2,1705095000
2024,1,12,22,30,214,137,302,-9.0,6.0,1705098600
2024,1,12,23,30,85,69,126,-10.4,5.6000000000000005,1705102200
2024,1,13,0,30,0,0,0,-11.9,5.2,1705105800
2024,1,13,1,30,0,0,0,-13.2,4.800000000000001,1705109400
2024,1,13,2,30,0,0,0,-14.8,4.2,1705113000
2024,1,13,3,30,0,0,0,-16.7,3.5,1705116600
2024,1,13,4,30,0,0,0,-19.200000000000003,2.7,1705120200
2024,1,13,5,30,0,0,0,-22.0,2.2,1705123800
2024,1,13,6,30,0,0,0,-24.4,2.1,1705127400
2024,1,13,7,30,0,0,0,-25.9,2.3000000000000003,1705131000
2024,1,13,8,30,0,0,0,-26.6,2.5,1705134600
2024,1,13,9,30,0,0,0,-26.8,2.5,1705138200
2024,1,13,10,30,0,0,0,-26.9,2.5,1705141800
2024,1,13,11,30,0,0,0,-26.9,2.3000000000000003,1705145400
2024,1,13,12,30,0,0,0,-26.8,2.1,1705149000
2024,1,13,13,30,0,0,0,-26.200000000000003,1.9,1705152600
2024,1,13,14,30,0,0,0,-24.700000000000003,1.9,1705156200
2024,1,13,15,30,28,28,8,-22.3,1.7000000000000002,1705159800
2024,1,13,16,30,178,79,513,-18.9,1.3,1705163400
2024,1,13,17,30,306,109,638,-15.0,1.5,1705167000
2024,1,13,18,30,304,180,321,-12.6,2.2,1705170600
2024,1,13,19,30,193,191,5,-12.0,2.3000000000000003,1705174200
2024,1,13,20,30,174,172,4,-11.9,2.4000000000000004,1705177800
2024,1,13,21,30,142,141,3,-12.0,2.7,1705181400
2024,1,13,22,30,86,85,2,-12.3,2.8000000000000003,1705185000
2024,1,13,23,30,54,53,5,-12.7,2.6,1705188600
2024,1,14,0,30,0,0,0,-13.0,2.5,1705192200
2024,1,14,1,30,0,0,0,-13.0,2.6,1705195800
2024,1,14,2,30,0,0,0,-12.8,2.7,1705199400
2024,1,14,3,30,0,0,0,-12.5,2.5,1705203000
2024,1,14,4,30,0,0,0,-12.6,1.7000000000000002,1705206600
2024,1,14,5,30,0,0,0,-12.3,1.0,1705210200
2024,1,14,6,30,0,0,0,-11.6,0.9,1705213800
2024,1,14,7,30,0,0,0,-11.5,1.1,1705217400
2024,1,14,8,30,0,0,0,-11.8,1.3,1705221000
2024,1,14,9,30,0,0,0,-12.3,1.4,1705224600
2024,1,14,10,30,0,0,0,-12.7,1.4,1705228200
2024,1,14,11,30,0,0,0,-12.9,1.4,1705231800
2024,1,14,12,30,0,0,0,-13.1,1.3,1705235400
2024,1,14,13,30,0,0,0,-13.6,1.4,1705239000
2024,1,14,14,30,0,0,0,-14.0,1.4,1705242600
2024,1,14,15,30,38,18,395,-13.5,1.3,1705246200
2024,1,14,16,30,171,63,555,-11.4,1.1,1705249800
2024,1,14,17,30,304,88,695,-8.5,1.4,1705253400
2024,1,14,18,30,370,142,585,-6.2,2.3000000000000003,1705257000
2024,1,14,19,30,308,250,136,-4.9,3.1,1705260600
2024,1,14,20,30,373,253,290,-3.9,3.5,1705264200
2024,1,14,21,30,276,249,74,-3.6,3.5,1705267800
2024,1,14,22,30,165,162,11,-4.5,2.6,1705271400
2024,1,14,23,30,95,51,339,-7.5,1.7000000000000002,1705275000
2024,1,15,0,30,1,2,22,-10.9,1.5,1705278600
2024,1,15,1,30,0,0,0,-13.2,1.7000000000000002,1705282200
2024,1,15,2,30,0,0,0,-14.4,1.9,1705285800
2024,1,15,3,30,0,0,0,-15.2,2.0,1705289400
2024,1,15,4,30,0,0,0,-15.8,2.1,1705293000
2024,1,15,5,30,0,0,0,-16.3,2.0,1705296600
2024,1,15,6,30,0,0,0,-17.0,2.0,1705300200
2024,1,15,7,30,0,0,0,-17.6,2.0,1705303800
2024,1,15,8,30,0,0,0,-18.1,2.0,1705307400
2024,1,15,9,30,0,0,0,-18.4,2.0,1705311000
2024,1,15,10,30,0,0,0,-18.8,2.0,1705314600
2024,1,15,11,30,0,0,0,-19.200000000000003,2.0,1705318200
2024,1,15,12,30,0,0,0,-19.6,2.0,1705321800
2024,1,15,13,30,0,0,0,-20.3,1.9,1705325400
2024,1,15,14,30,0,0,0,-20.8,1.8,1705329000
2024,1,15,15,30,39,21,363,-19.9,1.7000000000000002,1705332600
2024,1,15,16,30,189,59,663,-16.8,1.8,1705336200
2024,1,15,17,30,238,152,275,-13.7,1.9,1705339800
2024,1,15,18,30,432,74,915,-11.6,1.3,1705343400
2024,1,15,19,30,482,52,1007,-10.1,1.0,1705347000
2024,1,15,20,30,469,51,1002,-9.4,1.5,1705350600
2024,1,15,21,30,395,47,961,-9.8,1.9,1705354200
2024,1,15,22,30,270,56,809,-11.4,1.5,1705357800
2024,1,15,23,30,93,66,204,-14.4,1.0,1705361400
2024,1,16,0,30,2,3,39,-16.5,0.8,1705365000
2024,1,16,1,30,0,0,0,-17.7,0.8,1705368600
2024,1,16,2,30,0,0,0,-19.3,1.2000000000000002,1705372200
2024,1,16,3,30,0,0,0,-20.6,1.6,1705375800
2024,1,16,4,30,0,0,0,-20.6,1.8,1705379400
2024,1,16,5,30,0,0,0,-19.200000000000003,1.8,1705383000
2024,1,16,6,30,0,0,0,-17.1,1.6,1705386600
2024,1,16,7,30,0,0,0,-15.2,1.3,1705390200
2024,1,16,8,30,0,0,0,-14.1,1.1,1705393800
2024,1,16,9,30,0,0,0,-13.9,1.0,1705397400
2024,1,16,10,30,0,0,0,-13.7,1.1,1705401000
2024,1,16,11,30,0,0,0,-13.1,1.1,1705404600
2024,1,16,12,30,0,0,0,-12.1,1.0,1705408200
2024,1,16,13,30,0,0,0,-11.1,0.9,1705411800
2024,1,16,14,30,0,0,0,-10.9,0.8,1705415400
2024,1,16,15,30,37,22,288,-10.9,0.8,1705419000
2024,1,16,16,30,188,42,738,-9.7,0.7000000000000001,1705422600
2024,1,16,17,30,325,49,876,-7.6,0.6000000000000001,1705426200
2024,1,16,18,30,427,50,957,-6.1000000000000005,0.6000000000000001,1705429800
2024,1,16,19,30,472,52,977,-5.2,0.8,1705433400
2024,1,16,20,30,460,52,972,-4.800000000000001,1.0,1705437000
2024,1,16,21,30,390,48,937,-4.9,0.9,1705440600
2024,1,16,22,30,272,42,859,-5.9,0.5,1705444200
2024,1,16,23,30,109,60,354,-7.6,0.2,1705447800
2024,1,17,0,30,2,2,0,-9.0,0.4,1705451400
2024,1,17,1,30,0,0,0,-9.6,0.6000000000000001,1705455000
2024,1,17,2,30,0,0,0,-9.5,0.5,1705458600
2024,1,17,3,30,0,0,0,-9.0,0.5,1705462200
2024,1,17,4,30,0,0,0,-8.8,0.7000000000000001,1705465800
2024,1,17,5,30,0,0,0,-8.9,0.8,1705469400
2024,1,17,6,30,0,0,0,-8.700000000000001,0.7000000000000001,1705473000
2024,1,17,7,30,0,0,0,-8.200000000000001,0.5,1705476600
2024,1,17,8,30,0,0,0,-7.7,0.4,1705480200
2024,1,17,9,30,0,0,0,-7.5,0.4,1705483800
2024,1,17,10,30,0,0,0,-7.5,0.3,1705487400
2024,1,17,11,30,0,0,0,-7.5,0.3,1705491000
2024,1,17,12,30,0,0,0,-8.200000000000001,0.6000000000000001,1705494600
2024,1,17,13,30,0,0,0,-9.2,1.0,1705498200
2024,1,17,14,30,0,0,0,-9.7,1.2000000000000002,1705501800
2024,1,17,15,30,17,17,1,-8.8,1.2000000000000002,1705505400
2024,1,17,16,30,184,44,704,-6.1000000000000005,1.7000000000000002,1705509000
2024,1,17,17,30,233,94,438,-3.7,2.5,1705512600
2024,1,17,18,30,420,74,872,-2.6,3.0,1705516200
2024,1,17,19,30,470,64,937,-2.2,3.2,1705519800
2024,1,17,20,30,458,65,928,-2.1,3.2,1705523400
2024,1,17,21,30,299,197,277,-2.1,2.9000000000000004,1705527000
2024,1,17,22,30,266,71,716,-2.4000000000000004,2.6,1705530600
2024,1,17,23,30,76,64,82,-2.7,2.6,1705534200
2024,1,18,0,30,1,1,0,-2.4000000000000004,3.2,1705537800
2024,1,18,1,30,0,0,0,-1.9,3.9,1705541400
2024,1,18,2,30,0,0,0,-1.5,4.4,1705545000
2024,1,18,3,30,0,0,0,-1.2000000000000002,4.6000000000000005,1705548600
2024,1,18,4,30,0,0,0,-1.2000000000000002,4.4,1705552200
2024,1,18,5,30,0,0,0,-1.3,4.5,1705555800
2024,1,18,6,30,0,0,0,-1.4,4.7,1705559400
2024,1,18,7,30,0,0,0,-1.4,4.7,1705563000
2024,1,18,8,30,0,0,0,-1.6,4.3,1705566600
2024,1,18,9,30,0,0,0,-2.1,3.7,1705570200
2024,1,18,10,30,0,0,0,-3.2,3.0,1705573800
2024,1,18,11,30,0,0,0,-4.7,2.6,1705577400
2024,1,18,12,30,0,0,0,-6.300000000000001,2.2,1705581000
2024,1,18,13,30,0,0,0,-7.9,1.9,1705584600
2024,1,18,14,30,0,0,0,-9.1,1.7000000000000002,1705588200
